Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,DateTime
1/2/2007,5:01:00,0.300,0.088,241.42,1.2,0,0,0,2/1/2007 5:01
1/2/2007,5:02:00,0.300,0.088,241.45,1.2,0,0,0,2/1/2007 5:02
1/2/2007,5:03:00,0.298,0.086,240.86,1.2,0,0,0,2/1/2007 5:03
1/2/2007,5:04:00,0.294,0.084,239.84,1.2,0,0,0,2/1/2007 5:04
1/2/2007,5:05:00,0.294,0.082,239.50,1.2,0,0,0,2/1/2007 5:05
1/2/2007,5:06:00,0.292,0.082,239.82,1.2,0,0,0,2/1/2007 5:06
1/2/2007,5:07:00,0.292,0.082,239.82,1.2,0,0,0,2/1/2007 5:07
1/2/2007,5:08:00,0.248,0.000,240.78,1.0,0,0,0,2/1/2007 5:08
1/2/2007,5:09:00,0.222,0.000,240.92,1.0,0,0,0,2/1/2007 5:09
1/2/2007,5:10:00,0.222,0.000,240.74,1.0,0,0,0,2/1/2007 5:10
1/2/2007,5:11:00,0.222,0.000,241.15,1.0,0,0,0,2/1/2007 5:11
1/2/2007,5:12:00,0.224,0.000,241.37,1.0,0,0,0,2/1/2007 5:12
1/2/2007,5:13:00,0.224,0.000,241.71,1.0,0,0,0,2/1/2007 5:13
1/2/2007,5:14:00,0.226,0.000,242.68,1.0,0,0,0,2/1/2007 5:14
1/2/2007,5:15:00,0.226,0.000,243.11,1.0,0,0,0,2/1/2007 5:15
1/2/2007,5:16:00,0.226,0.000,243.06,1.0,0,0,0,2/1/2007 5:16
1/2/2007,5:17:00,0.226,0.000,243.01,1.0,0,0,0,2/1/2007 5:17
1/2/2007,5:18:00,0.226,0.000,242.77,1.0,0,0,0,2/1/2007 5:18
1/2/2007,5:19:00,0.224,0.000,241.51,1.0,0,0,0,2/1/2007 5:19
1/2/2007,5:20:00,0.224,0.000,241.42,1.0,0,0,0,2/1/2007 5:20
1/2/2007,5:21:00,0.300,0.062,240.77,1.4,0,0,0,2/1/2007 5:21
1/2/2007,5:22:00,0.334,0.116,240.81,1.4,0,0,0,2/1/2007 5:22
1/2/2007,5:23:00,0.330,0.116,240.95,1.4,0,0,0,2/1/2007 5:23
1/2/2007,5:24:00,0.328,0.120,241.43,1.4,0,0,0,2/1/2007 5:24
1/2/2007,5:25:00,0.328,0.120,241.52,1.4,0,0,0,2/1/2007 5:25
1/2/2007,5:26:00,0.326,0.120,241.49,1.4,0,0,0,2/1/2007 5:26
1/2/2007,5:27:00,0.324,0.118,240.89,1.4,0,0,0,2/1/2007 5:27
1/2/2007,5:28:00,0.322,0.118,240.91,1.4,0,0,0,2/1/2007 5:28
1/2/2007,5:29:00,0.322,0.122,241.85,1.4,0,0,0,2/1/2007 5:29
1/2/2007,5:30:00,0.320,0.118,241.11,1.4,0,0,0,2/1/2007 5:30
1/2/2007,5:31:00,0.318,0.118,240.93,1.4,0,0,0,2/1/2007 5:31
1/2/2007,5:32:00,0.318,0.118,240.88,1.4,0,0,0,2/1/2007 5:32
1/2/2007,5:33:00,0.316,0.116,240.67,1.4,0,0,0,2/1/2007 5:33
1/2/2007,5:34:00,0.316,0.114,240.34,1.4,0,0,0,2/1/2007 5:34
1/2/2007,5:35:00,0.270,0.052,240.20,1.2,0,0,0,2/1/2007 5:35
1/2/2007,5:36:00,0.222,0.000,240.62,1.0,0,0,0,2/1/2007 5:36
1/2/2007,5:37:00,1.138,0.000,240.10,5.0,0,0,13,2/1/2007 5:37
1/2/2007,5:38:00,1.320,0.000,239.79,5.4,0,0,19,2/1/2007 5:38
1/2/2007,5:39:00,1.302,0.000,239.36,5.4,0,0,18,2/1/2007 5:39
1/2/2007,5:40:00,1.290,0.000,239.25,5.4,0,0,17,2/1/2007 5:40
1/2/2007,5:41:00,1.278,0.000,238.56,5.2,0,0,18,2/1/2007 5:41
1/2/2007,5:42:00,1.276,0.000,238.61,5.2,0,0,18,2/1/2007 5:42
1/2/2007,5:43:00,1.282,0.000,239.31,5.2,0,0,17,2/1/2007 5:43
1/2/2007,5:44:00,1.284,0.000,239.56,5.2,0,0,18,2/1/2007 5:44
1/2/2007,5:45:00,1.290,0.000,240.29,5.2,0,0,18,2/1/2007 5:45
1/2/2007,5:46:00,1.290,0.000,240.30,5.2,0,0,17,2/1/2007 5:46
1/2/2007,5:47:00,1.336,0.000,239.67,5.6,0,0,18,2/1/2007 5:47
1/2/2007,5:48:00,1.354,0.072,239.52,5.6,0,0,18,2/1/2007 5:48
1/2/2007,5:49:00,1.350,0.072,239.02,5.6,0,0,17,2/1/2007 5:49
1/2/2007,5:50:00,1.340,0.068,238.15,5.6,0,0,18,2/1/2007 5:50
1/2/2007,5:51:00,1.342,0.068,238.35,5.6,0,0,17,2/1/2007 5:51
1/2/2007,5:52:00,1.336,0.068,237.97,5.6,0,0,17,2/1/2007 5:52
1/2/2007,5:53:00,1.340,0.070,238.56,5.6,0,0,18,2/1/2007 5:53
1/2/2007,5:54:00,1.342,0.070,238.90,5.6,0,0,17,2/1/2007 5:54
1/2/2007,5:55:00,1.340,0.070,238.84,5.6,0,0,18,2/1/2007 5:55
1/2/2007,5:56:00,1.302,0.000,238.71,5.4,0,0,17,2/1/2007 5:56
1/2/2007,5:57:00,1.278,0.000,239.31,5.2,0,0,18,2/1/2007 5:57
1/2/2007,5:58:00,1.284,0.000,239.91,5.2,0,0,17,2/1/2007 5:58
1/2/2007,5:59:00,1.286,0.000,239.84,5.2,0,0,18,2/1/2007 5:59
1/2/2007,6:00:00,1.282,0.000,239.02,5.2,0,0,18,2/1/2007 6:00
1/2/2007,6:01:00,1.294,0.000,240.31,5.4,0,0,17,2/1/2007 6:01
1/2/2007,6:02:00,1.346,0.000,240.22,5.6,0,0,18,2/1/2007 6:02
1/2/2007,6:03:00,1.404,0.104,240.29,5.8,0,0,18,2/1/2007 6:03
1/2/2007,6:04:00,1.410,0.108,241.27,5.8,0,0,17,2/1/2007 6:04
1/2/2007,6:05:00,1.424,0.116,242.85,5.8,0,0,19,2/1/2007 6:05
1/2/2007,6:06:00,1.424,0.118,243.01,5.8,0,0,18,2/1/2007 6:06
1/2/2007,6:07:00,1.422,0.118,242.53,5.8,0,0,18,2/1/2007 6:07
1/2/2007,6:08:00,1.490,0.132,241.97,6.2,0,0,18,2/1/2007 6:08
1/2/2007,6:09:00,1.494,0.130,241.65,6.2,0,0,18,2/1/2007 6:09
1/2/2007,6:10:00,1.488,0.128,241.33,6.2,0,0,17,2/1/2007 6:10
1/2/2007,6:11:00,1.484,0.128,241.00,6.2,0,0,18,2/1/2007 6:11
1/2/2007,6:12:00,1.476,0.126,240.54,6.0,0,0,18,2/1/2007 6:12
1/2/2007,6:13:00,1.470,0.122,240.32,6.0,0,0,18,2/1/2007 6:13
1/2/2007,6:14:00,0.858,0.112,241.16,4.0,0,0,6,2/1/2007 6:14
1/2/2007,6:15:00,0.558,0.118,241.86,2.4,0,0,0,2/1/2007 6:15
1/2/2007,6:16:00,0.580,0.128,242.53,2.4,0,0,0,2/1/2007 6:16
1/2/2007,6:17:00,0.552,0.112,243.11,2.2,0,1,0,2/1/2007 6:17
1/2/2007,6:18:00,0.548,0.110,242.63,2.2,0,2,0,2/1/2007 6:18
1/2/2007,6:19:00,0.502,0.110,242.76,2.0,0,1,0,2/1/2007 6:19
1/2/2007,6:20:00,0.490,0.114,243.23,2.0,0,1,0,2/1/2007 6:20
1/2/2007,6:21:00,0.490,0.114,243.51,2.0,0,2,0,2/1/2007 6:21
1/2/2007,6:22:00,1.102,0.106,242.82,5.0,0,1,8,2/1/2007 6:22
1/2/2007,6:23:00,1.590,0.098,241.82,6.6,0,2,18,2/1/2007 6:23
1/2/2007,6:24:00,1.590,0.102,242.86,6.4,0,1,19,2/1/2007 6:24
1/2/2007,6:25:00,1.586,0.102,243.14,6.4,0,1,18,2/1/2007 6:25
1/2/2007,6:26:00,1.588,0.104,243.56,6.4,0,2,18,2/1/2007 6:26
1/2/2007,6:27:00,1.584,0.104,243.35,6.4,0,1,18,2/1/2007 6:27
1/2/2007,6:28:00,1.580,0.102,243.22,6.4,0,1,19,2/1/2007 6:28
1/2/2007,6:29:00,1.580,0.104,243.31,6.4,0,2,18,2/1/2007 6:29
1/2/2007,6:30:00,1.578,0.104,243.25,6.4,0,1,18,2/1/2007 6:30
1/2/2007,6:31:00,1.578,0.104,243.47,6.4,0,1,18,2/1/2007 6:31
1/2/2007,6:32:00,1.578,0.104,243.51,6.4,0,2,18,2/1/2007 6:32
1/2/2007,6:33:00,1.570,0.102,242.99,6.4,0,1,18,2/1/2007 6:33
1/2/2007,6:34:00,1.574,0.104,243.47,6.4,0,1,18,2/1/2007 6:34
1/2/2007,6:35:00,1.606,0.128,243.18,6.6,0,2,19,2/1/2007 6:35
1/2/2007,6:36:00,2.246,0.228,241.12,9.4,0,1,17,2/1/2007 6:36
1/2/2007,6:37:00,2.658,0.224,240.56,11.0,0,1,18,2/1/2007 6:37
1/2/2007,6:38:00,4.962,0.204,238.69,22.4,0,1,18,2/1/2007 6:38
1/2/2007,6:39:00,6.536,0.188,236.90,27.6,0,2,17,2/1/2007 6:39
1/2/2007,6:40:00,5.292,0.202,238.44,22.2,0,1,17,2/1/2007 6:40
1/2/2007,6:41:00,5.810,0.208,237.64,24.4,0,1,18,2/1/2007 6:41
1/2/2007,6:42:00,5.606,0.262,237.63,23.8,0,1,17,2/1/2007 6:42
1/2/2007,6:43:00,4.678,0.310,238.98,19.8,0,1,17,2/1/2007 6:43
1/2/2007,6:44:00,3.900,0.380,239.75,16.4,0,2,18,2/1/2007 6:44
1/2/2007,6:45:00,3.368,0.322,240.29,14.0,0,0,18,2/1/2007 6:45
1/2/2007,6:46:00,3.180,0.270,240.73,13.2,0,0,18,2/1/2007 6:46
1/2/2007,6:47:00,3.178,0.266,240.65,13.2,0,0,17,2/1/2007 6:47
1/2/2007,6:48:00,3.192,0.268,240.94,13.2,0,0,18,2/1/2007 6:48
1/2/2007,6:49:00,3.252,0.268,240.98,13.4,0,0,18,2/1/2007 6:49
1/2/2007,6:50:00,3.124,0.160,240.73,13.0,0,0,18,2/1/2007 6:50
1/2/2007,6:51:00,2.792,0.122,240.63,11.6,0,0,17,2/1/2007 6:51
1/2/2007,6:52:00,2.808,0.124,240.93,11.6,0,0,18,2/1/2007 6:52
1/2/2007,6:53:00,2.818,0.126,241.43,11.6,0,0,18,2/1/2007 6:53
1/2/2007,6:54:00,2.812,0.126,241.53,11.6,0,0,18,2/1/2007 6:54
1/2/2007,6:55:00,2.970,0.122,241.06,12.2,0,0,18,2/1/2007 6:55
1/2/2007,6:56:00,3.004,0.118,240.63,12.4,0,0,18,2/1/2007 6:56
1/2/2007,6:57:00,2.974,0.118,240.31,12.4,0,0,17,2/1/2007 6:57
1/2/2007,6:58:00,2.924,0.000,241.08,12.0,0,0,18,2/1/2007 6:58
1/2/2007,6:59:00,2.912,0.000,241.48,12.0,0,0,18,2/1/2007 6:59
1/2/2007,7:00:00,2.708,0.000,241.55,11.2,0,0,18,2/1/2007 7:00
1/2/2007,7:01:00,3.180,0.000,240.46,13.2,0,0,18,2/1/2007 7:01
1/2/2007,7:02:00,3.026,0.000,240.23,12.6,0,0,17,2/1/2007 7:02
1/2/2007,7:03:00,2.992,0.000,240.00,12.4,0,0,18,2/1/2007 7:03
1/2/2007,7:04:00,2.938,0.000,239.54,12.2,0,0,17,2/1/2007 7:04
1/2/2007,7:05:00,2.930,0.000,239.80,12.2,0,0,18,2/1/2007 7:05
1/2/2007,7:06:00,2.934,0.000,240.06,12.2,0,0,18,2/1/2007 7:06
1/2/2007,7:07:00,2.894,0.000,239.77,12.0,0,0,17,2/1/2007 7:07
1/2/2007,7:08:00,2.842,0.000,238.82,11.8,0,0,18,2/1/2007 7:08
1/2/2007,7:09:00,2.874,0.000,240.23,11.8,0,0,18,2/1/2007 7:09
1/2/2007,7:10:00,2.360,0.000,242.68,9.8,0,0,18,2/1/2007 7:10
1/2/2007,7:11:00,2.106,0.000,243.29,8.6,0,0,18,2/1/2007 7:11
1/2/2007,7:12:00,2.126,0.000,242.09,8.8,0,0,18,2/1/2007 7:12
1/2/2007,7:13:00,2.108,0.000,241.56,8.6,0,0,18,2/1/2007 7:13
1/2/2007,7:14:00,2.108,0.000,241.18,8.6,0,0,17,2/1/2007 7:14
1/2/2007,7:15:00,2.108,0.000,240.60,8.8,0,0,18,2/1/2007 7:15
1/2/2007,7:16:00,2.120,0.000,240.61,8.8,0,0,18,2/1/2007 7:16
1/2/2007,7:17:00,2.116,0.000,240.22,8.8,0,0,18,2/1/2007 7:17
1/2/2007,7:18:00,2.060,0.000,239.65,8.6,0,0,17,2/1/2007 7:18
1/2/2007,7:19:00,2.586,0.000,239.34,10.8,0,0,18,2/1/2007 7:19
1/2/2007,7:20:00,2.448,0.094,239.06,10.2,0,0,17,2/1/2007 7:20
1/2/2007,7:21:00,2.088,0.102,240.27,8.6,0,0,18,2/1/2007 7:21
1/2/2007,7:22:00,2.150,0.092,239.63,9.0,0,0,18,2/1/2007 7:22
1/2/2007,7:23:00,2.206,0.090,239.79,9.2,0,0,17,2/1/2007 7:23
1/2/2007,7:24:00,2.292,0.180,239.56,9.6,0,0,18,2/1/2007 7:24
1/2/2007,7:25:00,2.320,0.220,239.29,9.6,0,0,17,2/1/2007 7:25
1/2/2007,7:26:00,2.494,0.212,238.52,10.4,0,0,18,2/1/2007 7:26
1/2/2007,7:27:00,2.670,0.214,239.10,11.2,0,0,17,2/1/2007 7:27
1/2/2007,7:28:00,3.066,0.212,239.75,12.8,0,0,18,2/1/2007 7:28
1/2/2007,7:29:00,2.760,0.214,240.02,11.4,0,0,18,2/1/2007 7:29
1/2/2007,7:30:00,3.070,0.222,239.36,12.8,0,0,17,2/1/2007 7:30
1/2/2007,7:31:00,3.004,0.162,238.98,12.6,0,0,18,2/1/2007 7:31
1/2/2007,7:32:00,3.492,0.114,237.96,14.6,0,0,17,2/1/2007 7:32
1/2/2007,7:33:00,3.628,0.114,237.51,15.2,0,0,17,2/1/2007 7:33
1/2/2007,7:34:00,3.730,0.114,237.61,15.6,0,0,18,2/1/2007 7:34
1/2/2007,7:35:00,4.332,0.228,236.96,18.4,0,0,17,2/1/2007 7:35
1/2/2007,7:36:00,3.904,0.108,236.51,16.4,0,0,17,2/1/2007 7:36
1/2/2007,7:37:00,3.766,0.110,237.17,15.8,0,0,17,2/1/2007 7:37
1/2/2007,7:38:00,5.268,0.102,236.55,23.4,0,0,17,2/1/2007 7:38
1/2/2007,7:39:00,7.482,0.000,233.62,32.0,0,0,17,2/1/2007 7:39
1/2/2007,7:40:00,5.024,0.000,236.41,21.6,0,0,17,2/1/2007 7:40
1/2/2007,7:41:00,3.592,0.000,237.72,15.0,0,0,18,2/1/2007 7:41
1/2/2007,7:42:00,4.684,0.000,236.48,19.8,0,0,17,2/1/2007 7:42
1/2/2007,7:43:00,4.764,0.000,236.33,20.0,0,0,17,2/1/2007 7:43
1/2/2007,7:44:00,3.552,0.000,237.91,14.8,0,0,17,2/1/2007 7:44
1/2/2007,7:45:00,3.466,0.000,236.38,14.6,0,0,17,2/1/2007 7:45
1/2/2007,7:46:00,3.286,0.000,237.14,13.8,0,0,18,2/1/2007 7:46
1/2/2007,7:47:00,3.200,0.000,236.82,13.4,0,0,17,2/1/2007 7:47
1/2/2007,7:48:00,3.196,0.000,236.65,13.4,0,0,17,2/1/2007 7:48
1/2/2007,7:49:00,3.332,0.000,236.21,14.0,0,0,17,2/1/2007 7:49
1/2/2007,7:50:00,3.406,0.166,236.64,14.4,0,0,17,2/1/2007 7:50
1/2/2007,7:51:00,3.184,0.154,236.56,13.4,0,0,17,2/1/2007 7:51
1/2/2007,7:52:00,2.960,0.146,236.30,12.4,0,0,18,2/1/2007 7:52
1/2/2007,7:53:00,2.874,0.086,236.54,12.0,0,0,17,2/1/2007 7:53
1/2/2007,7:54:00,2.580,0.000,236.75,10.8,0,0,17,2/1/2007 7:54
1/2/2007,7:55:00,2.566,0.000,236.46,10.8,0,0,17,2/1/2007 7:55
1/2/2007,7:56:00,2.546,0.000,235.46,10.8,0,0,17,2/1/2007 7:56
1/2/2007,7:57:00,2.634,0.046,236.31,11.0,0,0,17,2/1/2007 7:57
1/2/2007,7:58:00,2.678,0.102,236.80,11.2,0,0,17,2/1/2007 7:58
1/2/2007,7:59:00,2.686,0.100,236.51,11.2,0,0,18,2/1/2007 7:59
1/2/2007,8:00:00,2.832,0.220,235.97,12.0,0,0,17,2/1/2007 8:00
1/2/2007,8:01:00,2.744,0.194,235.22,11.6,0,0,17,2/1/2007 8:01
1/2/2007,8:02:00,2.728,0.196,235.77,11.6,0,0,17,2/1/2007 8:02
1/2/2007,8:03:00,2.708,0.192,234.86,11.4,0,0,17,2/1/2007 8:03
1/2/2007,8:04:00,2.694,0.190,234.29,11.4,0,0,16,2/1/2007 8:04
1/2/2007,8:05:00,2.788,0.186,233.78,11.8,0,0,17,2/1/2007 8:05
1/2/2007,8:06:00,2.812,0.188,234.29,12.0,0,0,17,2/1/2007 8:06
1/2/2007,8:07:00,2.820,0.200,234.31,12.0,0,0,17,2/1/2007 8:07
1/2/2007,8:08:00,2.886,0.214,233.84,12.4,0,0,17,2/1/2007 8:08
1/2/2007,8:09:00,4.116,0.194,233.05,17.6,2,0,16,2/1/2007 8:09
1/2/2007,8:10:00,2.878,0.200,234.55,12.2,1,0,17,2/1/2007 8:10
1/2/2007,8:11:00,2.860,0.196,233.91,12.2,1,0,17,2/1/2007 8:11
1/2/2007,8:12:00,2.766,0.198,234.08,11.8,1,0,17,2/1/2007 8:12
1/2/2007,8:13:00,2.660,0.170,234.31,11.4,2,0,17,2/1/2007 8:13
1/2/2007,8:14:00,2.516,0.000,235.01,10.6,1,0,17,2/1/2007 8:14
1/2/2007,8:15:00,2.698,0.174,235.51,11.4,1,0,17,2/1/2007 8:15
1/2/2007,8:16:00,2.990,0.186,237.83,12.6,1,0,17,2/1/2007 8:16
1/2/2007,8:17:00,2.632,0.080,238.63,11.0,1,0,17,2/1/2007 8:17
1/2/2007,8:18:00,2.664,0.000,238.59,11.0,2,0,18,2/1/2007 8:18
1/2/2007,8:19:00,2.712,0.000,238.06,11.4,1,0,17,2/1/2007 8:19
1/2/2007,8:20:00,2.702,0.000,238.42,11.2,1,0,18,2/1/2007 8:20
1/2/2007,8:21:00,2.906,0.000,238.67,12.2,1,0,17,2/1/2007 8:21
1/2/2007,8:22:00,3.246,0.000,238.01,13.8,2,0,18,2/1/2007 8:22
1/2/2007,8:23:00,2.774,0.000,237.86,11.6,1,0,17,2/1/2007 8:23
1/2/2007,8:24:00,2.768,0.000,237.86,11.6,1,0,17,2/1/2007 8:24
1/2/2007,8:25:00,2.774,0.000,238.23,11.6,1,0,18,2/1/2007 8:25
1/2/2007,8:26:00,2.750,0.000,237.47,11.6,1,0,17,2/1/2007 8:26
1/2/2007,8:27:00,2.744,0.000,238.13,11.4,1,0,17,2/1/2007 8:27
1/2/2007,8:28:00,2.764,0.000,237.45,11.6,1,0,18,2/1/2007 8:28
1/2/2007,8:29:00,4.348,0.000,236.19,18.8,27,0,17,2/1/2007 8:29
1/2/2007,8:30:00,4.982,0.000,236.12,21.0,38,0,17,2/1/2007 8:30
1/2/2007,8:31:00,4.966,0.000,235.88,21.0,37,0,17,2/1/2007 8:31
1/2/2007,8:32:00,5.020,0.000,235.42,21.2,37,0,17,2/1/2007 8:32
1/2/2007,8:33:00,4.978,0.000,235.49,21.0,38,0,17,2/1/2007 8:33
1/2/2007,8:34:00,4.866,0.000,234.55,20.6,37,0,17,2/1/2007 8:34
1/2/2007,8:35:00,4.840,0.000,235.38,20.4,37,0,17,2/1/2007 8:35
1/2/2007,8:36:00,4.888,0.000,236.07,20.6,37,0,17,2/1/2007 8:36
1/2/2007,8:37:00,5.176,0.000,234.84,22.0,37,0,17,2/1/2007 8:37
1/2/2007,8:38:00,4.506,0.000,234.93,19.0,37,0,17,2/1/2007 8:38
1/2/2007,8:39:00,4.608,0.048,235.00,19.6,37,0,17,2/1/2007 8:39
1/2/2007,8:40:00,4.718,0.088,234.17,20.0,37,0,16,2/1/2007 8:40
1/2/2007,8:41:00,4.700,0.086,233.91,20.0,37,0,17,2/1/2007 8:41
1/2/2007,8:42:00,4.672,0.090,235.15,19.8,37,0,17,2/1/2007 8:42
1/2/2007,8:43:00,2.620,0.110,237.55,11.0,2,0,17,2/1/2007 8:43
1/2/2007,8:44:00,2.588,0.182,237.12,11.0,1,0,18,2/1/2007 8:44
1/2/2007,8:45:00,2.758,0.420,236.48,11.8,1,1,17,2/1/2007 8:45
1/2/2007,8:46:00,2.904,0.408,237.01,12.2,2,1,17,2/1/2007 8:46
1/2/2007,8:47:00,2.906,0.400,236.94,12.2,1,1,17,2/1/2007 8:47
1/2/2007,8:48:00,2.980,0.482,236.67,12.6,1,2,18,2/1/2007 8:48
1/2/2007,8:49:00,2.984,0.500,237.00,12.6,1,1,17,2/1/2007 8:49
1/2/2007,8:50:00,2.968,0.494,236.34,12.6,1,1,17,2/1/2007 8:50
1/2/2007,8:51:00,2.956,0.488,235.65,12.6,2,2,17,2/1/2007 8:51
1/2/2007,8:52:00,2.960,0.490,235.71,12.6,1,1,17,2/1/2007 8:52
1/2/2007,8:53:00,2.962,0.492,235.82,12.6,1,2,17,2/1/2007 8:53
1/2/2007,8:54:00,2.898,0.464,235.85,12.4,1,1,17,2/1/2007 8:54
1/2/2007,8:55:00,3.248,0.190,235.92,14.0,1,1,17,2/1/2007 8:55
1/2/2007,8:56:00,2.746,0.194,236.25,11.6,2,2,17,2/1/2007 8:56
1/2/2007,8:57:00,2.744,0.192,236.13,11.6,1,1,17,2/1/2007 8:57
1/2/2007,8:58:00,2.754,0.196,236.76,11.6,1,1,18,2/1/2007 8:58
1/2/2007,8:59:00,2.664,0.176,236.91,11.2,1,2,17,2/1/2007 8:59
1/2/2007,9:00:00,3.260,0.136,236.02,14.0,1,1,17,2/1/2007 9:00
1/2/2007,9:01:00,2.402,0.104,237.23,10.0,2,1,17,2/1/2007 9:01
1/2/2007,9:02:00,2.406,0.106,237.48,10.0,1,2,17,2/1/2007 9:02
1/2/2007,9:03:00,2.410,0.108,237.82,10.0,1,1,18,2/1/2007 9:03
1/2/2007,9:04:00,2.164,0.106,237.98,9.2,1,1,17,2/1/2007 9:04
1/2/2007,9:05:00,1.906,0.104,238.35,8.0,1,1,18,2/1/2007 9:05
1/2/2007,9:06:00,1.898,0.102,237.72,8.0,2,2,17,2/1/2007 9:06
1/2/2007,9:07:00,1.904,0.104,237.89,8.0,1,1,17,2/1/2007 9:07
1/2/2007,9:08:00,1.908,0.104,238.19,8.0,1,1,18,2/1/2007 9:08
1/2/2007,9:09:00,1.902,0.104,237.85,8.0,1,1,17,2/1/2007 9:09
1/2/2007,9:10:00,1.904,0.104,237.88,8.0,1,1,17,2/1/2007 9:10
1/2/2007,9:11:00,1.896,0.102,237.50,8.0,2,2,18,2/1/2007 9:11
1/2/2007,9:12:00,1.900,0.102,237.70,8.0,1,1,17,2/1/2007 9:12
1/2/2007,9:13:00,1.850,0.000,237.38,7.8,1,0,17,2/1/2007 9:13
1/2/2007,9:14:00,1.840,0.000,238.28,7.6,1,0,18,2/1/2007 9:14
1/2/2007,9:15:00,1.830,0.000,237.77,7.6,1,0,17,2/1/2007 9:15
1/2/2007,9:16:00,1.830,0.000,237.68,7.6,2,0,17,2/1/2007 9:16
1/2/2007,9:17:00,1.810,0.000,237.45,7.6,1,0,18,2/1/2007 9:17
1/2/2007,9:18:00,1.658,0.000,237.34,7.0,1,0,17,2/1/2007 9:18
1/2/2007,9:19:00,1.654,0.000,237.28,6.8,1,0,17,2/1/2007 9:19
1/2/2007,9:20:00,1.722,0.056,236.79,7.2,2,0,17,2/1/2007 9:20
1/2/2007,9:21:00,1.760,0.114,237.17,7.4,1,0,18,2/1/2007 9:21
1/2/2007,9:22:00,1.768,0.116,237.31,7.4,1,0,17,2/1/2007 9:22
1/2/2007,9:23:00,1.766,0.116,237.30,7.4,1,0,17,2/1/2007 9:23
1/2/2007,9:24:00,1.842,0.118,237.74,7.8,1,0,17,2/1/2007 9:24
1/2/2007,9:25:00,1.678,0.128,237.89,7.0,2,0,18,2/1/2007 9:25
1/2/2007,9:26:00,1.444,0.120,237.60,6.0,1,0,17,2/1/2007 9:26
1/2/2007,9:27:00,1.444,0.122,237.92,6.0,1,0,17,2/1/2007 9:27
1/2/2007,9:28:00,1.448,0.124,238.27,6.0,1,0,18,2/1/2007 9:28
1/2/2007,9:29:00,1.444,0.122,238.10,6.0,2,0,17,2/1/2007 9:29
1/2/2007,9:30:00,1.448,0.124,238.54,6.0,1,0,18,2/1/2007 9:30
1/2/2007,9:31:00,1.444,0.126,238.71,6.0,1,0,17,2/1/2007 9:31
1/2/2007,9:32:00,1.434,0.122,238.06,6.0,1,0,18,2/1/2007 9:32
1/2/2007,9:33:00,1.518,0.216,237.85,6.4,1,0,17,2/1/2007 9:33
1/2/2007,9:34:00,1.490,0.256,237.55,6.2,1,0,17,2/1/2007 9:34
1/2/2007,9:35:00,1.474,0.248,237.38,6.2,1,0,17,2/1/2007 9:35
1/2/2007,9:36:00,1.458,0.246,237.49,6.2,1,0,18,2/1/2007 9:36
1/2/2007,9:37:00,1.518,0.234,237.46,6.4,1,0,17,2/1/2007 9:37
1/2/2007,9:38:00,1.444,0.116,238.82,6.0,1,0,18,2/1/2007 9:38
1/2/2007,9:39:00,1.430,0.098,238.51,6.0,2,0,17,2/1/2007 9:39
1/2/2007,9:40:00,1.418,0.094,238.16,5.8,1,0,17,2/1/2007 9:40
1/2/2007,9:41:00,1.420,0.094,238.16,5.8,1,0,18,2/1/2007 9:41
1/2/2007,9:42:00,1.416,0.094,238.10,5.8,1,0,17,2/1/2007 9:42
1/2/2007,9:43:00,1.406,0.092,237.50,5.8,1,0,17,2/1/2007 9:43
1/2/2007,9:44:00,1.384,0.104,237.39,5.8,1,0,18,2/1/2007 9:44
1/2/2007,9:45:00,1.348,0.076,238.03,5.6,1,0,17,2/1/2007 9:45
1/2/2007,9:46:00,1.300,0.000,238.16,5.4,1,0,17,2/1/2007 9:46
1/2/2007,9:47:00,1.332,0.000,238.27,5.6,1,0,18,2/1/2007 9:47
1/2/2007,9:48:00,2.402,0.000,236.87,11.0,17,0,17,2/1/2007 9:48
1/2/2007,9:49:00,3.496,0.000,235.98,14.8,37,0,17,2/1/2007 9:49
1/2/2007,9:50:00,3.492,0.000,235.93,14.8,37,0,17,2/1/2007 9:50
1/2/2007,9:51:00,3.502,0.000,236.29,14.8,38,0,17,2/1/2007 9:51
1/2/2007,9:52:00,3.494,0.000,235.84,14.8,37,0,17,2/1/2007 9:52
1/2/2007,9:53:00,3.486,0.000,235.61,14.8,37,0,17,2/1/2007 9:53
1/2/2007,9:54:00,3.492,0.000,236.00,14.8,37,0,18,2/1/2007 9:54
1/2/2007,9:55:00,3.504,0.000,236.53,14.8,37,0,17,2/1/2007 9:55
1/2/2007,9:56:00,3.518,0.000,237.18,14.8,38,0,17,2/1/2007 9:56
1/2/2007,9:57:00,3.520,0.000,236.98,14.8,38,0,17,2/1/2007 9:57
1/2/2007,9:58:00,3.510,0.000,236.81,14.8,37,0,17,2/1/2007 9:58
1/2/2007,9:59:00,3.502,0.000,236.86,14.6,37,0,18,2/1/2007 9:59
1/2/2007,10:00:00,3.520,0.000,237.37,14.8,38,0,17,2/1/2007 10:00
1/2/2007,10:01:00,3.508,0.000,237.14,14.8,37,0,17,2/1/2007 10:01
1/2/2007,10:02:00,3.500,0.000,236.93,14.6,37,0,17,2/1/2007 10:02
